rule_id,entity_id,form_id,entity_class_id,entity_scope,compound_class,component_type,component_name,formula,exact_mass,role,reaction_logic,delta_mass_to_product,decarboxy_delta_mass,evidence_ids,review_status,review_note
bio_79a9a1b82acc77,entity_dc249b4c18b7f2,,,specific_entity,betalain,entity_component_membership,carboxyl group at C-2,,,reported_component,betanin contains or is formed with carboxyl group at C-2,,,claim_ca9924ba32a04c20,candidate,"The text implies that betanin has a carboxyl group at C-2, which is not decarboxylated in this context."
bio_ad36d7d5d9eb8f,entity_f2e37a49a68807,,,specific_entity,betalain,entity_component_membership,chlorine atom at C-18,,,reported_component,18-chloro-17-decarboxy-betanin contains or is formed with chlorine atom at C-18,,,claim_54f94e74b255b8a5,candidate,The text indicates that 18-chloro-17-decarboxy-betanin has a chlorine atom at C-18.
bio_2130999b062c7a,entity_002884d7e2a98cda,form_cdc06981512a5824,,specific_entity,betalain,reaction_component,γ-aminobutyric acid,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_bf5dac78a3b8224ba674;chunk_b95a21f686d977feb7af;chunk_eac3a05374d4daf9d70b;chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_2e6f478d84bd1adaa34f,candidate,"The product name 'g-aminobutyric acid-bx' is a betaxanthin formed by condensation of betalamic acid with γ-aminobutyric acid, matching the schema for betaxanthin formation."
bio_d3b5698a0c5f21,entity_88735b39e06748e8,form_b8edeeec3f149688,,specific_entity,betalain,reaction_component,tyrosine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_dc31888782636c918168;chunk_389c3dd9878ee0f1506a;chunk_679f5a4d3eb956b4aae3,candidate,The product 'Tyrosine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with tyrosine as the amino acid.
bio_bc14117f39b32f,entity_2a3193a48b5ed046,,,specific_entity,betalain,reaction_component,glutamic acid,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_088ea7a48d53c790b861;chunk_b95a21f686d977feb7af,candidate,"The product name 'Glutamic acid-bx (Vulgaxanthin II)' is a betaxanthin formed by condensation of betalamic acid with glutamic acid, matching the schema for betaxanthin formation."
bio_11022cdcdf8dac,entity_85edab3a428facf6,form_b4bcd16f5aa26f33,,specific_entity,betalain,reaction_component,dopamine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_d8562a6d40548ea92273;chunk_39c8a27e8a2c1bad5fa3;chunk_bf5dac78a3b8224ba674;chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_9d96a87c6a016fdc4c9a,candidate,"The product name 'Dopamine-bx (Miraxanthin V)' is a betaxanthin formed by condensation of betalamic acid with dopamine, matching the schema for betaxanthin formation."
bio_a1da02577f6d7d,entity_d790142044e31cbb,form_11816cdc3b258fad,,specific_entity,betalain,reaction_component,aspartic acid,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_ed8e8f0b475ee8ef053c,candidate,"The product name 'Aspartic acid-bx (Miraxanthin II)' is a betaxanthin formed by condensation of betalamic acid with aspartic acid, matching the schema for betaxanthin formation."
bio_5b4b10608b31c1,entity_1966cbb9db34fafd,form_8dce2a45b89b1e22,,specific_entity,betalain,reaction_component,phenylethylamine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_6c673d6f1f93d305ea43,candidate,The product 'Phenylethylamine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with phenylethylamine as the amine.
bio_6a957339fac7dc,entity_92eb77927efb1328,form_8f01ae391fc4ec91,,specific_entity,betalain,reaction_component,methionine sulfoxide,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_9d96a87c6a016fdc4c9a;chunk_389c3dd9878ee0f1506a;chunk_5a94f1b763c35299a08e;chunk_8dae594a3f6ab14aa525,candidate,"The product name 'Methionine sulfoxide-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and methionine sulfoxide, matching the schema."
bio_58253038e3370e,entity_bca4c298abc7476e,form_db3060643667b075,,specific_entity,betalain,reaction_component,tyramine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_8bbe0b841f24bbec6e03;chunk_389c3dd9878ee0f1506a;chunk_fdf77de258f3dbf6d59b;chunk_fa19dd5fd8f7f692bd4e,candidate,The product 'Tyramine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with tyramine as the amine.
bio_0d833b8a135bea,entity_d86081527ef9eeff,form_36c3e2ae0a1ac536,,specific_entity,betalain,reaction_component,norvaline,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_6c673d6f1f93d305ea43,candidate,"The product name 'Norvaline-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and norvaline, matching the schema."
bio_7024823a09f036,entity_06c6604666ebd428,form_4168499e6a452cd8,,specific_entity,betalain,reaction_component,threonine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_6c673d6f1f93d305ea43;chunk_389c3dd9878ee0f1506a;chunk_561f5b4fa06bda5f1c35,candidate,"The product name 'Threonine-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and threonine, matching the schema."
bio_0677e1ab127db7,entity_55b0b1238950c55d,form_deb77c25b0dd5c41,,specific_entity,betalain,reaction_component,glycine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_2e6f478d84bd1adaa34f;chunk_389c3dd9878ee0f1506a;chunk_ff851145ecfc9a2a3279;chunk_c1e69493d298fb0b8081,candidate,The product 'Glycine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with glycine as the amino acid.
bio_ebddeedd1d86f6,entity_ae935b5cba3813a4,form_c19042648bcf5b8e,,specific_entity,betalain,reaction_component,serine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_6c673d6f1f93d305ea43;chunk_389c3dd9878ee0f1506a;chunk_96b6bde7cd77473ff9d5,candidate,The product 'Serine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with serine as the amino acid.
bio_264a48bbf21341,entity_a92c9554807536cb,form_1720d4444eb61645,,specific_entity,betalain,reaction_component,histidine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_9d96a87c6a016fdc4c9a;chunk_389c3dd9878ee0f1506a;chunk_6474bca373830f34812d,candidate,The product 'Histidine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with histidine as the amino acid.
bio_122ca6899a8436,entity_433fbba7f63379ab,form_c45342f36ad12a7f,,specific_entity,betalain,reaction_component,histamine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_6c673d6f1f93d305ea43;chunk_389c3dd9878ee0f1506a;chunk_48e4aa2b7a69f450ca8c,candidate,"The product name 'Histamine-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and histamine, matching the schema."
bio_24a05e472ea967,entity_1141c2be8f8598d4,form_9cb3ae5f72c3a8e4,,specific_entity,betalain,reaction_component,asparagine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_8bbe0b841f24bbec6e03;chunk_389c3dd9878ee0f1506a;chunk_36c78afba06ba1e52a2f,candidate,The product 'Asparagine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with asparagine as the amino acid.
bio_78eadd43b83ae4,entity_71959dde04be26dd,form_529559d2902d61cd,,specific_entity,betalain,reaction_component,ethanolamine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_2e6f478d84bd1adaa34f,candidate,"The product name 'Ethanolamine-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and ethanolamine, matching the schema."
bio_f9bb12b87733f9,entity_339682eb05f9786a,form_70e23aec727a1003,,specific_entity,betalain,reaction_component,L-DOPA,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_16d5e061277a579abee6,candidate,"The product name 'L-DOPA-bx (Dopaxanthin)' is a betaxanthin formed by condensation of betalamic acid with the amino acid L-DOPA, matching the schema for betaxanthin formation."
bio_5192b1f389430f,entity_06f4b2998f70373f,form_fb4241daed35aabc,,specific_entity,betalain,reaction_component,methionine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_9d96a87c6a016fdc4c9a;chunk_389c3dd9878ee0f1506a;chunk_b50b7266db8f1546f8c8;chunk_882488fe688adcf4fc7d,candidate,The product 'Methionine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with methionine as the amino acid.
bio_47397e743dc13b,entity_c0fce3e0ed4a9487,form_efddad66e3b9594f,,specific_entity,betalain,reaction_component,glutamine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_8bbe0b841f24bbec6e03;chunk_389c3dd9878ee0f1506a;chunk_cb7c25169d2b54cb1dfb;chunk_61daccb90448e0d9a673,candidate,"The product name 'Glutamine-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and glutamine, matching the schema."
bio_bf14ac7f6c6e25,entity_fc501f327a3e038d,form_f8001a9a2f2130de,,specific_entity,betalain,reaction_component,arginine,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_dc31888782636c918168;chunk_389c3dd9878ee0f1506a;chunk_5169ef13c098eb092bf9,candidate,The product 'Arginine-6-decarboxy-betaxanthin' matches the schema product class '6-decarboxy-betaxanthins' formed by condensation of 6-decarboxy-betalamic acid with arginine as the amino acid.
bio_5a20d653749048,entity_489eac6ab4353eb0,form_0a363c27efd49a98,,specific_entity,betalain,reaction_component,hydroxyproline,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_8bbe0b841f24bbec6e03,candidate,"The product name 'Hydroxyproline-6-decarboxy-betaxanthin' indicates a 6-decarboxy-betaxanthin formed from 6-decarboxy-betalamic acid and hydroxyproline, matching the schema."
bio_91f623ef5b85d7,entity_dbba00517ef925d4,form_8b5d79dc8aa8c2a1,,specific_entity,betalain,reaction_component,Cysteine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_1e6a3c5567dade902e85,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_d05cd1396c7b37,entity_9c7ef67a1e76654c,form_96f6798f2ea79182,,specific_entity,betalain,reaction_component,Tryptophan,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_0af0079c8054597ad4ff,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_8bdb349b2a5de5,entity_c2aa53be89789e46,form_80b8c670c8d894ff,,specific_entity,betalain,reaction_component,Isoleucine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_89eb971a5d4c2e5bf1d3,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_c43732fb774822,entity_0720986b90c31559,form_426773c9851d8ab0,,specific_entity,betalain,reaction_component,Proline,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_f6572ba3bcec888327ef;chunk_78213e6b122c69974eae,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_fc2e3e0f805842,entity_fd1f1ce641e8d8de,form_0bdbd94b81bc21db,,specific_entity,betalain,reaction_component,Phenylalanine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_87f26bb8482804888473,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_ad66263f9ab7ad,entity_ddb988763a3b8b23,form_657e04ed8a96977c,,specific_entity,betalain,reaction_component,3-methoxy-tyramine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_5e9d87f58bed85017063,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_b4dbe4752196a6,entity_3e2f2b50a472755e,form_18b0f5fb301054aa,,specific_entity,betalain,reaction_component,DOPA,,,structural_component,Condensation of 6-decarboxy-betalamic acid with amines/amino acids,,,chunk_d3d2725259ecda0c0f93;chunk_5e41d2d857dd913cb4b6;chunk_08bc69e91bb6ef88479b;chunk_dc31888782636c918168,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_4bd7aeb4f72b77,entity_8f1e5d4ad404cf2b,form_0baf19b33f19c2b5,,specific_entity,betalain,reaction_component,Leucine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_89eb971a5d4c2e5bf1d3;chunk_99bdf8ac75990809d6c6,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_f6b9d46e332f30,entity_588bd9b53e89f25f,form_f2af349eb8f35d49,,specific_entity,betalain,reaction_component,5-hydroxynorvaline,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_55f4ba57f7fa400d40fb,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_4423339b9e31ce,entity_2311ee7e4b10a315,form_cdd1346c352288f2,,specific_entity,betalain,reaction_component,Valine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_1321ddef870f43c42156,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_250e055099d392,entity_e8a2ee570155102d,form_398d76b73ebd1a38,,specific_entity,betalain,reaction_component,Lysine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_a1bc81b25bcc7590d255,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_a2e99dba951348,entity_4fe857ee6c20ad4e,form_7cd224080925f0d3,,specific_entity,betalain,reaction_component,Alanine,,,structural_component,Betalamic acid condensation with amino acids,,,chunk_389c3dd9878ee0f1506a;chunk_08bc69e91bb6ef88479b;chunk_09c69a20059ff9a19a08,candidate,Applied an evidence-backed reaction schema using a lexical product/donor signature learned from accepted mappings and confirmed by inverse formula balance.
bio_9713e4def00c95,entity_64818f42fdf603,,,specific_entity,betalain,structural_component,betalamic acid,,,structural_component,Betalamic acid is a structural and functional unit of traditional betalains.,,,chunk_689ec39e2af50463b82f,candidate,Betalamic acid is a structural and functional unit of traditional betalains.
bio_78157bdac46032,entity_09ec2bfc204f12,,,specific_entity,betalain,structural_component,pyridine ring,,,structural_component,The pyridine ring is part of the core structure of betalains.,,,chunk_dd824e39d10b158c3d1e;chunk_3f8d7b09f89f7468a9e4,candidate,The pyridine ring is part of the core structure of betalains.
bio_587b4e411fc093,entity_59b04fb58cbaa5,,,specific_entity,betalain,structural_component,glucoside,,,structural_component,"A glucoside moiety is a structural component attached to betalains, as indicated by neutral loss.",,,chunk_5a5728f26c8ad302667f;chunk_b0ca5ead43a671ad98aa,candidate,"A glucoside moiety is a structural component attached to betalains, as indicated by neutral loss."
bio_0121951efebef4,entity_1ea5ced57f5bb3,,,specific_entity,betalain,structural_component,pentoside,,,structural_component,A pentoside moiety is a structural component that can be attached to betalains.,,,chunk_b0ca5ead43a671ad98aa,candidate,A pentoside moiety is a structural component that can be attached to betalains.
bio_0a0d3ceb7ab2fe,entity_4240f68f802fbf,,,specific_entity,betalain,structural_component,glutaric acid,,,structural_component,Glutaric acid is a possible structural component attached to betalains.,,,chunk_b0ca5ead43a671ad98aa,candidate,Glutaric acid is a possible structural component attached to betalains.
bio_5db433b6831022,entity_6d36754318f4b6,,,specific_entity,betalain,precursor,L-dihydroxyphenylalanine (L-DOPA),,,precursor,L-DOPA is the precursor for traditional betalain biosynthesis.,,,chunk_689ec39e2af50463b82f;chunk_446e83a8fe120e5b4454,candidate,L-DOPA is the precursor for traditional betalain biosynthesis.
bio_eb7f1dda7226a9,entity_85edab3a428fac,,,specific_entity,betalain,precursor,dopamine,,,precursor,Dopamine is the precursor for decarboxylated betalains.,,,chunk_689ec39e2af50463b82f;chunk_446e83a8fe120e5b4454,candidate,Dopamine is the precursor for decarboxylated betalains.
bio_2396d7d8f5186b,entity_2ab33fc00703fa,,,specific_entity,betalain,biosynthetic_component,tyrosinase,,,biosynthetic_component,Tyrosinase is an enzyme involved in the biosynthetic pathway of betalains.,,,chunk_b843e63dcbfcad12b0a1;chunk_4b00041a3defa597937a,candidate,Tyrosinase is an enzyme involved in the biosynthetic pathway of betalains.
