																					Class	1	1	1	1	1
31	1.838	104.10590	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	31	0	null	null	null	56.90	20260402_RBeta_DDA_4	104.10590:21959 105.11057:803 106.11524:0	41.03982:324 41.99167:77 42.03560:392 42.49028:359 43.01854:1399 44.02184:28 44.04970:177 44.31451:8 44.99673:117 45.03512:4300 45.27755:27 46.03635:39 46.29608:15 47.03793:40 56.96873:127 58.06600:743 58.26422:18 58.34939:6 58.47670:11 58.51664:10 59.07149:448 59.26945:10 59.61509:35 59.69935:13 60.04543:1429 60.08164:2629 60.24853:12 60.29402:21 60.40061:9 60.52820:6 60.63570:24 60.94895:31 61.00927:68 61.04966:115 61.08274:85 62.83552:9 64.95556:72 68.04879:115 69.03457:1032 69.16621:12 70.02727:15 73.00479:18 77.03740:101 84.07910:60 84.95901:210 86.06175:122 86.90827:65 87.04323:456 88.04604:90 98.22784:8 104.10634:1465 104.46970:7 105.11075:101	TRUE	TRUE	TRUE	TRUE	TRUE
32	0.807	104.10652	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	32	0	null	null	null	473.99	20260402_RBeta_DDA_2	104.10640:113046 105.11107:7423 106.11574:0	40.92376:5 41.03982:1568 41.22801:15 41.89079:24 42.03551:749 43.01842:3999 43.14654:9 43.30514:11 44.02306:91 44.04994:1371 44.99959:230 45.03494:16841 45.15232:15 45.16988:12 45.26703:13 45.29952:7 45.33576:12 45.39849:5 45.43951:10 45.50539:5 45.53561:6 45.56893:19 45.74687:12 45.77020:10 46.03778:422 46.10994:6 46.24164:21 46.39498:8 47.03519:5 56.04984:77 57.61199:6 57.84882:20 58.06572:5835 58.21065:8 58.28540:8 58.47075:28 58.51910:7 59.07305:2497 60.04519:2690 60.08130:19335 60.22218:10 60.24174:27 60.29351:17 60.31849:6 60.34275:45 60.38228:49 60.45602:25 60.54842:5 60.59404:5 60.74667:5 60.76506:17 60.85331:8 60.90141:24 60.93669:7 60.95998:8 61.08399:1122 61.25208:7 61.29605:6 61.49126:19 61.55260:6 62.44470:10 62.69472:5 63.49724:31 68.04745:381 68.40258:11 69.03338:5691 69.11422:11 69.16002:7 69.23897:15 69.31316:9 69.92078:6 69.98255:33 70.03591:266 86.05890:302 86.09100:173 87.04434:4067 87.17509:12 87.35662:15 87.51852:16 87.60398:7 87.70518:5 87.75374:5 87.89322:11 88.04638:526 89.04791:57 89.08304:30 95.13601:14 99.50310:12 103.12751:7 103.52480:6 104.00868:34 104.06558:13 104.10656:8973 104.21344:6 104.28404:11 104.30774:45 104.35053:10 104.37699:5 104.40727:13 104.45488:16 104.66281:5 104.70261:6 104.74890:23 104.86027:6 104.92558:6 104.97739:19 105.10965:1248 106.11420:93 107.59954:6 108.27007:6	TRUE	TRUE	FALSE	FALSE	FALSE
35	0.602	105.00347	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	35	0	null	null	null	195.42	20260402_RBeta_DDA_2	105.00392:66245 106.00859:9944 107.01326:0	40.49719:77 42.49086:265 42.98438:110 43.01649:123 44.48617:57 45.03071:15 47.51233:245 51.98570:158 54.01754:248 54.51473:152 58.06513:31 60.51095:77 60.95305:93 61.48907:86 61.51028:130 65.99658:31 68.98240:1542 69.20530:13 69.35878:13 69.98360:203 70.98000:231 71.06801:92 71.27181:15 79.05365:22 82.01066:27 83.02015:14 84.00663:17 84.96010:81 86.98991:35 87.03690:70 87.98879:6 93.01025:72 94.01185:30 105.07245:55 108.04529:24	FALSE	TRUE	FALSE	FALSE	FALSE
36	10.036	105.03926	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	36	0	null	null	null	9.69	20260402_RBeta_DDA_3	105.03926:4130 106.04393:740 107.04860:795	42.03341:57 42.48871:119 43.01479:112 44.04444:19 44.48837:43 45.03714:52 58.06434:86 60.04247:27 64.01325:97 70.26806:31 71.93051:58 77.03947:81 80.04478:83 86.09092:22 87.05853:6 104.10587:42 108.96222:83	TRUE	TRUE	TRUE	TRUE	TRUE
39	1.013	106.05040	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	39	0	null	null	null	121.10	20260402_RBeta_DDA_2	106.05040:21977 107.05507:1472 108.05974:298	42.03310:654 42.12824:10 42.26454:5 44.02443:39 44.05160:269 44.99708:38 47.50408:151 47.64636:13 48.48212:108 48.84711:5 53.03719:193 53.66080:7 55.93192:109 57.48701:176 60.04459:1454 60.13777:22 60.15655:8 60.22600:7 60.30791:5 60.46046:6 61.05080:110 61.35703:8 61.48614:218 61.98659:29 62.48454:988 65.04177:106 65.85241:16 67.99288:186 68.99524:544 69.09292:7 70.93622:53 72.93469:164 73.22743:8 75.48458:72 76.48501:174 77.04036:5 79.05493:121 79.14749:16 79.93758:80 80.94401:18 81.06807:36 81.52018:13 81.93663:474 88.95365:49 89.26669:6 93.96163:251 94.03897:49 95.95382:515 96.45843:8 109.02211:18 109.93716:13	FALSE	TRUE	TRUE	FALSE	FALSE
40	0.670	106.95092	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	40	0	null	null	null	181.92	20260402_RBeta_DDA_3	106.95100:49897 107.95566:792 108.96033:0	40.96102:288 42.03008:47 44.04960:33 61.04285:25 62.95695:57 68.98484:58 74.03725:6	FALSE	FALSE	TRUE	FALSE	FALSE
43	0.602	110.00951	Unknown	[M+2H]2+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	43	0	null	null	null	433.04	20260402_RBeta_DDA_5	110.00951:475335 111.01417:79483 112.01884:0	40.96096:22 56.04777:41 63.52280:9 68.97882:35 82.01697:22 82.09709:5 83.01342:38 83.06757:29 87.34400:9 95.05580:22 102.94064:14 112.90174:9	FALSE	FALSE	FALSE	FALSE	TRUE
47	1.903	110.02039	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	47	0	null	null	null	2.40	20260402_RBeta_DDA_2	110.02039:11531 111.02506:1413 112.02973:0	40.49448:324 40.64459:21 41.33409:11 42.03548:389 43.01565:78 44.04666:17 48.48378:148 48.53603:5 55.05478:61 55.93503:541 56.96657:94 57.48628:984 57.60984:18 57.93901:56 58.50307:55 60.98713:50 61.48217:65 62.48391:6290 62.57078:11 62.70536:7 62.74044:31 62.84009:6 62.98310:47 63.07106:8 63.44447:28 63.47925:48 63.70656:6 67.01459:46 68.05438:25 68.49250:94 68.99465:3211 69.12198:5 69.15568:30 69.22829:5 69.33371:9 69.49277:341 69.98907:112 70.99063:135 71.49279:80 71.94643:35 72.93804:648 73.92936:26 76.48697:1979 77.01531:10 77.08868:13 77.97346:29 78.03145:45 78.56595:7 78.97999:22 79.94283:32 80.04728:83 81.02750:15 81.05312:51 81.93727:5404 82.06723:15 82.10290:20 82.16757:11 82.47688:13 82.57881:12 82.65161:8 82.72541:11 82.93981:225 84.94603:44 86.94161:70 90.71588:9 92.04964:16 93.06370:47 93.51450:33 95.95268:3356 96.06686:52 96.25137:34 96.95495:187 97.94998:163 98.95941:508 99.94904:108 100.51348:18 100.95290:95 101.95204:73 109.94412:339 110.05736:168 111.05512:31 113.10386:21 113.96470:631 114.16114:5 114.96378:29	TRUE	TRUE	TRUE	TRUE	TRUE
61	0.698	112.89580	Unknown	[M+H]+	null	1.00	True	null	null	null	null	Normalized unit: Intensity	61	0	null	null	null	6985.40	20260402_RBeta_DDA_3	112.89605:35411 113.90072:0 114.90539:0	40.96125:34 53.01952:64 59.08213:24 61.01280:59 68.00909:107 70.06314:202 81.99017:17	FALSE	FALSE	TRUE	FALSE	FALSE
64	3.594	114.09133	Unknown	[M+H]+	null	0.80	True	null	null	null	null	Normalized unit: Intensity	64	0	null	null	null	17.44	20260402_RBeta_DDA_2	114.09133:13046 115.09600:1600 116.10067:0	40.98862:60 41.03568:54 41.50968:155 42.03593:423 42.43887:5 43.01694:20 43.05300:98 43.25269:10 44.01235:106 44.05020:40 44.97853:8 45.05913:92 46.50802:45 46.99466:45 53.01941:290 55.01424:31 55.05646:339 57.03134:106 57.06968:51 58.03105:316 58.06486:371 58.18828:21 59.04775:48 59.07300:301 60.04556:27 60.51106:52 63.92525:11 67.05519:86 67.93310:222 68.04427:26 69.07182:434 70.06287:197 71.04605:62 71.06570:56 73.06363:60 73.99296:69 74.05709:8 74.09382:48 74.48197:26 75.01968:88 75.03548:66 76.25082:7 77.03370:9 79.04764:44 79.49962:25 80.97394:362 81.05840:47 81.53393:6 81.93624:55 83.04726:158 85.08427:119 87.09383:64 89.93018:117 91.01365:137 91.92732:56 94.10980:27 96.07841:34 97.08121:96 98.06397:143 98.37486:5 98.98207:292 99.06232:97 99.11549:6 100.07299:155 100.59566:6 102.04834:24 103.94241:33 105.94240:52 107.93629:74 114.09116:926 114.33210:8 114.96365:70 115.09805:61 118.08322:36	TRUE	TRUE	FALSE	FALSE	TRUE
66	16.486	114.09148	Unknown	[M+H]+	null	0.60	True	null	null	null	null	Normalized unit: Intensity	66	0	null	null	null	57.31	20260402_RBeta_DDA_1	114.09171:27598 115.09637:1884 116.10104:0	41.03977:469 41.21840:14 43.02783:21 43.05737:265 44.01282:731 44.04481:120 44.22496:5 44.55382:16 45.01523:24 46.03241:17 46.06545:257 46.99196:62 54.03330:60 55.01565:93 55.05256:334 55.24236:35 55.40204:11 55.64412:12 55.66192:9 56.05656:25 57.03336:41 57.06990:233 58.02692:62 58.06535:490 59.07224:556 59.43745:6 62.98680:33 67.05231:111 68.05587:229 69.07073:1199 69.23228:5 70.02611:55 70.07016:70 71.06567:235 72.04059:231 72.08172:329 73.04335:16 74.05505:50 74.09665:436 75.02498:376 76.03731:151 76.53296:6 79.05416:868 79.43711:6 84.07581:70 86.09626:582 88.01712:48 90.00787:81 96.08022:631 97.06759:108 98.31452:9 98.88664:18 100.07581:83 100.10957:53 101.11167:26 101.38939:27 114.09039:1630 114.90388:7 115.09564:155 116.09632:182 118.08719:274	TRUE	FALSE	TRUE	TRUE	FALSE
73	2.578	114.09251	Unknown	[M+H]+	null	0.40	True	null	null	null	null	Normalized unit: Intensity	73	0	null	null	null	8.83	20260402_RBeta_DDA_3	114.09251:5561 115.09717:0 116.10184:0	41.03764:173 41.07323:10 42.03196:76 43.01854:198 44.01772:115 44.97845:13 46.51076:132 46.68168:8 46.85816:11 47.50503:33 49.98910:40 53.02016:177 55.01666:119 55.05501:357 56.04675:32 57.03361:66 58.02742:82 58.06406:705 58.37786:6 58.75225:5 59.04636:47 59.07370:315 59.23312:19 59.56195:5 59.98978:55 61.02588:21 65.00769:10 67.93088:57 68.99046:151 69.06787:120 69.72611:6 70.06698:344 70.16869:8 70.93709:84 71.05834:151 72.08174:120 73.04474:133 74.06053:124 74.98563:54 75.02919:288 75.52362:11 79.04902:44 80.97166:491 81.71096:5 82.06313:34 83.08530:83 83.99149:14 86.05795:93 89.06437:20 89.92341:80 91.01997:59 91.92673:45 96.08503:160 97.06211:57 98.02546:88 98.05452:53 98.98508:537 99.06713:148 100.07356:216 105.94261:23 108.96555:24 114.08985:474 115.09223:135 116.43066:5 117.07213:36 117.52911:8 118.08558:610	TRUE	FALSE	TRUE	TRUE	TRUE
86	4.962	118.08645	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	86	0	null	null	null	7.22	20260402_RBeta_DDA_1	118.08645:97693 119.09112:4876 120.09578:0	40.49504:132 41.03805:76 42.03500:265 43.01848:59 43.03723:34 43.98577:68 44.04928:39 46.99697:14 52.88391:15 55.05315:204 56.04811:166 56.96139:59 57.03121:93 57.05183:109 57.70242:16 57.97288:16 58.02748:321 58.06553:14566 58.15184:19 58.17473:12 58.25343:21 58.30529:20 58.34468:6 58.41975:13 58.48616:12 58.51667:8 58.55127:5 58.80205:16 59.07350:16614 59.18464:12 59.24207:10 59.30135:13 59.32298:35 59.35452:13 59.37932:15 59.41635:7 59.46389:13 59.49974:14 59.52414:8 59.55750:14 59.71444:7 59.75441:12 59.88492:15 60.00280:60 60.07407:785 60.47969:11 60.53224:6 60.86768:17 60.98676:9751 61.19023:22 61.25319:13 61.28562:18 61.37866:18 61.45528:14 61.55021:7 61.57401:6 63.01921:114 63.20618:5 63.99778:123 64.06608:7 65.72044:9 66.99470:115 68.93372:65 68.95076:51 69.03526:184 70.97902:56 71.92831:140 72.03719:10 72.08036:336 72.93764:116 75.05982:13 78.00749:41 78.99748:246 79.16358:27 80.02775:9 80.97104:38 82.03094:39 85.04843:54 86.09481:71 88.01956:21 88.99366:107 89.03616:67 90.44908:5 91.05050:38 93.06204:67 93.29748:16 100.07536:1721 100.45077:7 100.78322:19 100.89490:8 102.01144:354 102.05359:184 102.48352:8 102.85122:30 104.30587:17 106.96443:39 108.48764:7 108.63810:10 111.01381:12 111.46028:8 112.97545:52 113.95680:9 115.96684:22 116.62546:18 117.15748:9 118.08580:9349 118.20551:15 118.27709:18 118.31701:22 118.35326:13 118.38708:10 118.44365:14 118.72828:14 118.79167:17 118.91172:9 118.94329:13 118.98434:11 119.08977:665 119.30906:8 119.46060:5 119.66968:9 120.09380:160 120.35188:9 122.96037:34	TRUE	TRUE	TRUE	TRUE	TRUE
94	4.437	118.08665	Unknown	[M+H]+	null	0.20	True	null	null	null	null	Normalized unit: Intensity	94	0	null	null	null	4.56	20260402_RBeta_DDA_1	118.08665:92897 119.09132:4981 120.09599:0	40.49379:273 40.99721:43 41.03897:115 42.03312:151 43.01387:34 43.03757:49 46.03071:39 50.56648:7 52.01825:46 53.52129:88 53.56387:6 55.05374:288 56.02201:119 56.38529:5 57.05628:96 57.29381:6 58.02781:201 58.06560:12960 58.15871:22 58.23480:8 58.25638:13 58.28400:33 58.33676:10 58.48639:13 58.51975:17 58.56533:6 58.59607:7 58.64223:9 58.75346:26 58.96368:5 59.07319:15487 59.14986:28 59.17240:16 59.23654:10 59.26107:31 59.28393:19 59.32746:15 59.35216:23 59.38461:19 59.41426:11 59.43657:16 59.46167:22 59.53568:21 59.59541:9 59.61199:10 59.63526:14 59.68916:5 59.71325:5 59.73883:7 59.79131:8 59.93507:7 60.00426:25 60.04492:129 60.07470:1121 60.14185:12 60.64351:14 60.98670:9583 61.13595:10 61.34186:16 61.42285:13 61.45829:12 61.51582:11 61.53505:10 61.72551:5 61.86953:22 62.30636:22 63.99669:243 66.03254:44 66.06918:6 69.03533:117 69.99271:143 70.05784:59 70.97878:38 71.92926:92 72.08190:294 73.08466:82 74.06171:73 77.03955:25 78.01347:203 78.99283:232 83.08657:9 86.09950:80 88.03956:114 88.99692:99 98.05319:28 100.07562:1288 100.27887:5 100.43811:7 100.85021:7 101.07697:213 102.01395:469 102.55446:5 103.01292:24 103.04550:68 104.00586:55 111.01877:12 112.94718:58 113.95440:40 118.08565:8839 118.21742:7 118.30836:5 118.35504:23 118.46823:5 118.48747:9 118.53774:7 118.93855:11 119.01782:11 119.08762:635 119.28163:14 120.03703:56 120.09380:78 121.98759:26	TRUE	TRUE	TRUE	TRUE	TRUE
