rule_id,entity_id,form_id,entity_class_id,entity_scope,compound_class,component_type,component_name,formula,exact_mass,role,reaction_logic,delta_mass_to_product,decarboxy_delta_mass,evidence_ids,review_status,review_note
bio_a6973c3a25bb6b,entity_3ecb336f820fe3,,,specific_entity,ginsenoside,entity_component_membership,Xyl,,,reported_component,G-Ra1 contains or is formed with Xyl,,,claim_component_membership_c78e49f9d7644913;claim_component_membership_22063da997664549;claim_component_membership_085459ad13696057;claim_component_membership_75b7e942af408479;claim_component_membership_669457ddaff2f215;claim_component_membership_598cffcc9c062a1e;claim_component_membership_7c5e120068b90fee;claim_component_membership_683aa2b61e978563;claim_component_membership_8dbe760ae72b7b1d;claim_component_membership_854bd90479813e5f;claim_component_membership_89d2d1a90590e0ef;claim_component_membership_82752b8183c17067;claim_component_membership_10ac30e6cff19fa3;claim_component_membership_118ac795594a2f8a;claim_component_membership_cd5a5c36a8eb7015;claim_component_membership_5f8ed2531e9249bd;claim_component_membership_f35e007c62190da0;claim_component_membership_ff825bcc7f568a2c;claim_component_membership_fa6cf9a61142b5d4;claim_component_membership_90d29f15e91911ed;claim_component_membership_e476f2e9f85b25d3;claim_component_membership_9db8ab5093e620ae;claim_component_membership_1c18571e64b3e9e9;claim_component_membership_37b5c428896fac6a;claim_component_membership_03c044610a5e87b6;claim_component_membership_5f29a6254956923d;claim_component_membership_3ef423800a3b8999;claim_component_membership_6423d04edfa36c1f;claim_component_membership_e33a433343c5a4d4;claim_component_membership_c342ba0e1afc1549;claim_component_membership_ddbf6ec00e731fd3;claim_component_membership_3951c814e266b9fa;claim_component_membership_88f2b9de4df62b75;claim_component_membership_53e44fd30e00fdf8;claim_component_membership_8b8237b9ac6ac13b;claim_component_membership_08ac08ec16750c3b;claim_component_membership_d7599ad6cdb1fa1b;claim_component_membership_8ae39889308d47e9;claim_component_membership_28ac1e2dc972f130;claim_component_membership_30e49007fdbae482;claim_component_membership_f061da440a1ffcf0;claim_component_membership_71b86bcaad0843ca;claim_component_membership_47997f1d7407580b;claim_component_membership_c76a69d89f31b278;claim_component_membership_7c45543112bb722c;claim_component_membership_363184179ea38179;claim_component_membership_dda71a8dff9e0ee1;claim_component_membership_80044c633c02a8e8;claim_component_membership_f4cc1bbb8ea1e9eb;claim_component_membership_1f4b830b9ec6d9ad;claim_component_membership_4be3a7f4eac0f0e8;claim_component_membership_a5f6e9f09c15d063;claim_component_membership_d47188a86e8b4add;claim_component_membership_96f293b3db9bcd6d;claim_component_membership_c6d67123ba45c138;claim_component_membership_b8e1f2c6a865cdc5;claim_component_membership_bb19d23e9989271b;claim_component_membership_d015b13856e47b7c;claim_component_membership_dea64a2ed422e7ec;claim_component_membership_4591ca01730ac6b8;claim_component_membership_4481e9cf750b8116;claim_component_membership_4a5fda4098ad817b;claim_component_membership_c564fea5fde90c97;claim_component_membership_ec144e3b8895cf59;claim_component_membership_644141df50f3dfc9;claim_component_membership_44380632352a5cf5;claim_component_membership_7cf70eae2cd81c9f;claim_component_membership_d6b8f9a56d707620;claim_component_membership_285d2166d12051b1;claim_component_membership_8bc6074b2e498f5f;claim_component_membership_da3a9969dfffdbd7;claim_component_membership_21b71f6ac1478733,candidate,Entity-component membership preserved from a local structured record.
bio_a84e8c9c229033,entity_268cf04266b687,,,specific_entity,ginsenoside,entity_component_membership,Ara(f),,,reported_component,G-Ra2 contains or is formed with Ara(f),,,claim_component_membership_88fec642f9b8717c;claim_component_membership_ed76acaddb7b41ac;claim_component_membership_2b6c3b8de6263849;claim_component_membership_f11bb074cd6f0a64;claim_component_membership_5323a5e47af21826,candidate,Entity-component membership preserved from a local structured record.
bio_03f801df049ddd,entity_9b8b7366fd1340,,,specific_entity,ginsenoside,entity_component_membership,malonyl,,,reported_component,Ma-G-Rb2 contains or is formed with malonyl,,,claim_component_membership_bd04257fbbf24078;claim_component_membership_3563416c26a1d5b4;claim_component_membership_dd2bd3f824e213c8;claim_component_membership_f9b7deb2c28af352;claim_component_membership_805d8fa19ff9305d;claim_component_membership_96fe7277a5d0f561;claim_component_membership_a146668217c1d23f;claim_component_membership_ed3685c978365632;claim_component_membership_627edee275bee9e5;claim_component_membership_4f01de7a47514b88;claim_component_membership_6b9f0bddd3bb8b69;claim_component_membership_04e0db6fff4a4d74;claim_component_membership_0eaed913f86dc4a6;claim_component_membership_82af7c510b6d3816;claim_component_membership_8019a968814f4698;claim_component_membership_dbf6b6fb01b82722;claim_component_membership_304dead85d6aea6e;claim_component_membership_7cb6de972b27fecf;claim_component_membership_9b590ed196dbbb65;claim_component_membership_d46da78cb008492d;claim_component_membership_5daa960af5614c3b;claim_component_membership_db073d82e1020253;claim_component_membership_efac03c4da8cd43f;claim_component_membership_81c19016e6d80423;claim_component_membership_56e74bcd6cb51a83;claim_component_membership_f0eb6f856cf085d2;claim_component_membership_7c7ff9eae3163198;claim_component_membership_750289f0b68a324c;claim_component_membership_cad8c7db8b4faa0f;claim_component_membership_b7e6d348bbfdada8;claim_component_membership_3fe2f91e3619fa8f;claim_component_membership_d050eb01e557c529;claim_component_membership_f97e798aed5f5d6a;claim_component_membership_445a2a3f55671db5;claim_component_membership_9c6351b0acd5d54a;claim_component_membership_d91fe3d1b2ec538b;claim_component_membership_efac128cf478c8f0;claim_component_membership_69a9541dda77be59;claim_component_membership_9cf7aeca970924a8;claim_component_membership_efb87a114c82e9db;claim_component_membership_2031c38856eeedbc;claim_component_membership_9c947cd3d7dfba3e;claim_component_membership_8d82aaefd10c36d0;claim_component_membership_1617c0050c94ae6d;claim_component_membership_078bff20f84e132d;claim_component_membership_6206adf5595eaf32;claim_component_membership_5b107e7b819e0a9c;claim_component_membership_dcf10bbb42c7d487;claim_component_membership_730002ddfbceb009;claim_component_membership_701654e7253f85c9;claim_component_membership_6f3b95845f9dfd04;claim_component_membership_d1e946eee1d600a8;claim_component_membership_0a156fc01866e537;claim_component_membership_781fa11566cd8539;claim_component_membership_46a8ef43f73c2139;claim_component_membership_10a20addf3502629;claim_component_membership_c637298a01e77831;claim_component_membership_42c6b0727af1d4a3,candidate,Entity-component membership preserved from a local structured record.
bio_a4b697e143313e,entity_6cc602122c6dc0,,,specific_entity,ginsenoside,entity_component_membership,Ac,,,reported_component,G-Rs2 contains or is formed with Ac,,,claim_component_membership_3ae2b8c2fcedb01e;claim_component_membership_03a33d2de33aa2ae;claim_component_membership_6adaaa8be8a0b0ed;claim_component_membership_5798ec825ec6887c;claim_component_membership_df9b1475ef1da1ae;claim_component_membership_2d74c447cdeae461;claim_component_membership_85917cac7258d5d3;claim_component_membership_ca0022186961e568;claim_component_membership_1025e4c4cd74b459;claim_component_membership_be9f13055daa75f7;claim_component_membership_4b424f2d4c96caa1;claim_component_membership_823c05321a4024ae;claim_component_membership_a77638e9f3a6261d;claim_component_membership_6023bd3700d546ca;claim_component_membership_14790db33446ebd6;claim_component_membership_99b668c565d8a2cc;claim_component_membership_6eb4bb76d680a7ab;claim_component_membership_cc28e318e58968a3;claim_component_membership_5714cad47fdd35bd;claim_component_membership_7197cd1122b79bdf;claim_component_membership_95ac859a7483d843;claim_component_membership_acfcfc59b623746f;claim_component_membership_f7317a30b696baff;claim_component_membership_2767eaeaee418e03;claim_component_membership_32dcf23574a8abeb;claim_component_membership_7e2c6466b19874f0;claim_component_membership_948003bf7d713c2d;claim_component_membership_9fac846ac077fdd1;claim_component_membership_14b9430dd457d635;claim_component_membership_3237161b896a738f;claim_component_membership_0f4e9bb87d2cee35;claim_component_membership_7e1d8654dee2fa7b;claim_component_membership_b8517959abcaf7ad;claim_component_membership_ca96b1e17185db02;claim_component_membership_7d61cc86cbc58aa8;claim_component_membership_b7fa27e40487678b;claim_component_membership_38553c8fd799ff5c;claim_component_membership_8a819ca6746f62aa;claim_component_membership_56c01085873f2de9;claim_component_membership_1ddb970d46efb039;claim_component_membership_653ec323e34ac36f;claim_component_membership_44bb1ee043ba4963;claim_component_membership_6dbc4f126b7d9e46;claim_component_membership_3b9af823c950319e;claim_component_membership_13cb9c42c78231b5;claim_component_membership_8f34986c1d3b16cb;claim_component_membership_6ce3d1c5bc1ce236;claim_component_membership_a476e4815c1ba8bc;claim_component_membership_4ef7d9b8eb5f7cc1;claim_component_membership_c800c2d160c1abc2;claim_component_membership_ad2d7e71cad7f16a;claim_component_membership_36e943bd701ac057;claim_component_membership_f8dc366fabb2075b;claim_component_membership_60a985e07002fe92;claim_component_membership_b4cacf2cac4416a6;claim_component_membership_4b4a8ebacb39ad19;claim_component_membership_8165433af9999d60;claim_component_membership_4ec2bba7c52c0fa2;claim_component_membership_992d887365f7fd3f;claim_component_membership_c1072c4a28c36c27;claim_component_membership_86fb3c4f2c75e3e9;claim_component_membership_819c5a2211400926;claim_component_membership_d41107e2b11127e5;claim_component_membership_283831eb774a55fe;claim_component_membership_3d706159121adb83;claim_component_membership_78819a0bba730d53;claim_component_membership_1658a9e98c5f5389;claim_component_membership_0bdf7f9749dae994;claim_component_membership_849a4b87beb0de61;claim_component_membership_a6f66093a3f1f5e7;claim_component_membership_45c42e519b18ebaf;claim_component_membership_647f3b014ec10b9b;claim_component_membership_33a31e8d0dfcbb1d;claim_component_membership_500660befe53b877;claim_component_membership_e11fbbbeeb8a2a64;claim_component_membership_dd26f780c0fbcc6a;claim_component_membership_f829b5423ea72887;claim_component_membership_e28e28bc60054fc7;claim_component_membership_664fa47b5029676b;claim_component_membership_a2a5740bc5b297d9;claim_component_membership_b18405e4581c99ba;claim_component_membership_3db7c78f5c004d31;claim_component_membership_4f84baa9d0fb0220;claim_component_membership_777d0a83892d939b;claim_component_membership_3572e6d1d07d17c6;claim_component_membership_850e70568782c79a;claim_component_membership_5cd482b7da1cc014;claim_component_membership_78e9f1a1745a6d2d;claim_component_membership_8a2a34a150c3f88e;claim_component_membership_24ddd6551152c22a;claim_component_membership_7ca46bb46da54b7a;claim_component_membership_a5560d6b667339e2;claim_component_membership_6d24e3ab22ad51e8;claim_component_membership_5ab8df41b70ac4f4;claim_component_membership_b58a59f3f0c224c2;claim_component_membership_5c88dc5eb51b5f76;claim_component_membership_dc8d1da409ed0557;claim_component_membership_bfd79187978c1b5b;claim_component_membership_1eae9cd6773a3a86;claim_component_membership_af9a118e06cf64c7;claim_component_membership_772bf2a31204a7d5;claim_component_membership_b5a47787d01f5d70;claim_component_membership_9a7d260e776098f5;claim_component_membership_7cc9af1692c50707;claim_component_membership_c6d918789a50abbe;claim_component_membership_121c7524fa5dd4aa;claim_component_membership_002701bc871674af;claim_component_membership_8db79edb33af1b48;claim_component_membership_6016ec594ed2ff5d;claim_component_membership_97ae737b28fb58e7;claim_component_membership_0a62a9193c3d1b9e;claim_component_membership_7c136f41130e5851;claim_component_membership_da901631d7bd1a41;claim_component_membership_a548c714eec31011;claim_component_membership_f7a5f42e99873983;claim_component_membership_4115350ecec70218;claim_component_membership_285e6f4c2160f23c;claim_component_membership_aeadccaf97bd35e5;claim_component_membership_2489661cea225e26;claim_component_membership_307b51c30db892cd;claim_component_membership_9e1eb7c7fadcfc74;claim_component_membership_8be0983935a3bb3e;claim_component_membership_4ea22ca1089944b3;claim_component_membership_6c9fd303f8fb93c8;claim_component_membership_0b09c6e2c27d350d;claim_component_membership_595011a980d21aa5;claim_component_membership_183c2bc4fb824b83;claim_component_membership_c4570f5f0d519e81;claim_component_membership_34583af82298f16d;claim_component_membership_e32e4f4c778b107b;claim_component_membership_73d265713f5125f6;claim_component_membership_39e88ad70ed81e3a;claim_component_membership_ce5cd47c0b9ab5b8;claim_component_membership_b830ecea9d2e50b5;claim_component_membership_933de360016e0b6f;claim_component_membership_6e6858c6e30529c7;claim_component_membership_b81b65ed21f32c89,candidate,Entity-component membership preserved from a local structured record.
bio_9dcfbb8c6ff612,entity_3ec56224d20a2e,,,specific_entity,ginsenoside,entity_component_membership,Rha,,,reported_component,G-Re contains or is formed with Rha,,,claim_component_membership_8a6007e763157f48;claim_component_membership_486af28212a817b3;claim_component_membership_009b229f131328ae;claim_component_membership_9c420ef56a6d2685;claim_component_membership_be92418faf18df2a;claim_component_membership_fd4eec7c83be34c1;claim_component_membership_854ba0f0f7eecef6;claim_component_membership_26f0b7241fa992ad;claim_component_membership_9a9e977ff9ddfed7;claim_component_membership_92817c2e9d2ef06e;claim_component_membership_d1ac5d111ae18053;claim_component_membership_9826c53738e590e3;claim_component_membership_43261353f5da537d;claim_component_membership_cb6e7155649bf9a5;claim_component_membership_ded17a7e28a1279a;claim_component_membership_67ddac887b49114b;claim_component_membership_47c23e2e26436d6f;claim_component_membership_0864d64e9fb846e8;claim_component_membership_799a6586bc18f7fe;claim_component_membership_d98149c9f81daf80;claim_component_membership_c02b1818007e11c0;claim_component_membership_6894b3d214bd1dc7;claim_component_membership_42f83dbe2b16b160;claim_component_membership_1a44527918e9810e;claim_component_membership_46b73ff55bdc04a9;claim_component_membership_fd5cad16dd37d1cf;claim_component_membership_a914242e141d4a15;claim_component_membership_11e22499fac15f63;claim_component_membership_6a6a09a7ceb5a1ba;claim_component_membership_d66766f7788e48e0;claim_component_membership_5937eec69f6e4962;claim_component_membership_b36aa03f22777cf1;claim_component_membership_6a1a52d53ab9f1ee;claim_component_membership_c3b478470fbed2c3;claim_component_membership_4791c277dd5202ec;claim_component_membership_25f396a8575855b5;claim_component_membership_57b3b1929ae54c52;claim_component_membership_3533e2d6d44431a1;claim_component_membership_92d5d90d61476749;claim_component_membership_d820c51f7b1c4863;claim_component_membership_c1501e2adec01245;claim_component_membership_5191f8903fda5b27;claim_component_membership_b3fe80f49e7a204f;claim_component_membership_07787af63a2c2380;claim_component_membership_9041d92129ddebfc;claim_component_membership_8c369bc2ba48fc69;claim_component_membership_6eb417555342b762;claim_component_membership_9e2b4649014e2821;claim_component_membership_6d3b6ece901797a2;claim_component_membership_89ff33553af224b2;claim_component_membership_cffb5c69f1113edc;claim_component_membership_88f7ad364876f36b;claim_component_membership_5a1db33679e13f61;claim_component_membership_27b1dcb0f315b7b1;claim_component_membership_2f5dade83fc05d36;claim_component_membership_0453680f3d6c405f;claim_component_membership_d264bd1cb7eced22;claim_component_membership_67cc12ae2dfe487b;claim_component_membership_ec5661d7682c2a27;claim_component_membership_b366031e4ec68984;claim_component_membership_ce666d36e3c861d0;claim_component_membership_8b644801f5ac6a5f;claim_component_membership_21a68de779cf66a3;claim_component_membership_d5b9cbc3775e75e1;claim_component_membership_a54680a12f2650fa;claim_component_membership_e7bb3fb14bb4f092;claim_component_membership_0ab81f94cba0eee6;claim_component_membership_4139ea0baa596111;claim_component_membership_dd027546a8049076;claim_component_membership_dfa92087b0d935e2,candidate,Entity-component membership preserved from a local structured record.
bio_8657e39ad86253,entity_dd7f59acfb8658,,,specific_entity,ginsenoside,entity_component_membership,Ara,,,reported_component,Floral G-M/Floral contains or is formed with Ara,,,claim_component_membership_620da02691681c1d;claim_component_membership_59d01d3e8fe7e872;claim_component_membership_1e22f2b7b7981ae5;claim_component_membership_dc310bc42e3196c8;claim_component_membership_ba006900a4cf4f74;claim_component_membership_245208c2024bd0a0;claim_component_membership_a7a1fb2add80de81;claim_component_membership_75bc0d53a7f805d7;claim_component_membership_829d1d3a68d58fcf;claim_component_membership_d9580dc326195959;claim_component_membership_f6f758191481da7b;claim_component_membership_330f228faa93ca0b;claim_component_membership_e94ffea7d930d896;claim_component_membership_d75742cf1384293f;claim_component_membership_7918fb455311e56c;claim_component_membership_fe9cadaa38c8d10d;claim_component_membership_5614c7ea90154134;claim_component_membership_449b264863f8c37d;claim_component_membership_00b7e67da3ade9c0;claim_component_membership_1fc8c0836ea551fb;claim_component_membership_8c4883c7366c0a0d;claim_component_membership_ddc9909c893193ab;claim_component_membership_853a2dc8edf0d01e;claim_component_membership_68fd30e477061169;claim_component_membership_5b46aa8faa3b2bbf,candidate,Entity-component membership preserved from a local structured record.
bio_3cdc4ea447f9df,entity_c397fe5c830c13,,,specific_entity,ginsenoside,entity_component_membership,E,,,reported_component,KG-R1 contains or is formed with E,,,claim_component_membership_f5e38bea8ce373fc;claim_component_membership_1f6b9156cf1d42a9;claim_component_membership_cec9eb72d9e74d12;claim_component_membership_cb47ce2e754ad8a2;claim_component_membership_d269fc386f79f4dc;claim_component_membership_2ce9e0b9ad307e98;claim_component_membership_dc2d2b16d91c5b0c;claim_component_membership_f6061cd80fe4ef03;claim_component_membership_ec7edad4b29f42e1;claim_component_membership_6a23990d89ce363b;claim_component_membership_ef32d117bb884e3b;claim_component_membership_cca336f108caea98;claim_component_membership_bca0a6a904c9d8fe;claim_component_membership_348a6fec97917282;claim_component_membership_823f611c33e669fa;claim_component_membership_ad90a51558ce1cfb;claim_component_membership_e4fe751d79bc8423;claim_component_membership_f557f3e3be2b0fd1;claim_component_membership_0384d507fc51b2f2;claim_component_membership_12155aa8676bfcd9;claim_component_membership_e516f6b1bfa5c583;claim_component_membership_bf964d7a5750e364;claim_component_membership_e64915971ac2d6e0;claim_component_membership_75536ec8d66f5212;claim_component_membership_5aa282887551543c,candidate,Entity-component membership preserved from a local structured record.
bio_79049dc2558556,entity_457653f75d53aa,,,specific_entity,ginsenoside,entity_component_membership,but,,,reported_component,KG-R1 contains or is formed with but,,,claim_component_membership_161fb74f2d39c1fa;claim_component_membership_1cdfa17f42b7d4af;claim_component_membership_32a9720284b97033;claim_component_membership_1584d1942f24c7a1;claim_component_membership_ab0ecf616cc8cdb7;claim_component_membership_fe466213e4238062;claim_component_membership_afd29c107ca1c5bf;claim_component_membership_011fc88eee436478;claim_component_membership_2ea26e9788cbc769;claim_component_membership_764075462e0b0206;claim_component_membership_76f55f913b05f29d;claim_component_membership_a6397250233890bb;claim_component_membership_6b41cece38b6bf55;claim_component_membership_09473bd1ac3175c4;claim_component_membership_16178163b90acf86;claim_component_membership_280bc2069470ef3c;claim_component_membership_fb906a5f0e24d9cd;claim_component_membership_c611675b29cb8b8c;claim_component_membership_e107ef0bdb92f5d1;claim_component_membership_0a95acce774bc9f2;claim_component_membership_87dc3d10e060ba8d;claim_component_membership_e83856396eeafe15;claim_component_membership_8fcf547864bd15eb;claim_component_membership_b4a572a9aaa4f33b;claim_component_membership_8efbe79c3943cad2;claim_component_membership_b149c00f1d4078d0;claim_component_membership_a9a6d075bff58a52,candidate,Entity-component membership preserved from a local structured record.
bio_81a4f8bd274b15,entity_b8b2bbf729c8a6,,,specific_entity,ginsenoside,entity_component_membership,enoyl,,,reported_component,KG-R1 contains or is formed with enoyl,,,claim_component_membership_aa892d94b729cbc4;claim_component_membership_a3fca475ce6ceae0;claim_component_membership_8d8d47083fbc68d8;claim_component_membership_c9081e885280366e;claim_component_membership_66e1dd9125a11237;claim_component_membership_791334cc1c5690f7;claim_component_membership_3c6a782007b2bd2d;claim_component_membership_0956d5e7b77d657d;claim_component_membership_cf9328c50cfec52f;claim_component_membership_b9cc28b3a73cf4f3;claim_component_membership_90610ee9e180cb37;claim_component_membership_761e17474306fc7a;claim_component_membership_0666af69e55882cc;claim_component_membership_6d60a57f1c749fbe;claim_component_membership_d4ceead1f59bd949;claim_component_membership_516fff9a8c3a6be4;claim_component_membership_9e834aafa5de1000;claim_component_membership_8e78fe307fe8d5a2;claim_component_membership_05e2bdc1a7c33857;claim_component_membership_73f61f14425eca96;claim_component_membership_5bf8e64756119ba5;claim_component_membership_a9e4c0f21b16f42b;claim_component_membership_cdb6303c8440c954;claim_component_membership_3694efa0b5c9f24c,candidate,Entity-component membership preserved from a local structured record.
bio_cf2a252d139ed3,entity_a653da8ad72083,,,specific_entity,ginsenoside,entity_component_membership,Polyacetylene,,,reported_component,PG-Ro isomer contains or is formed with Polyacetylene,,,claim_component_membership_cb7ea18d58a84ace;claim_component_membership_579679746f8c308b;claim_component_membership_285f5288051ce184;claim_component_membership_07563f3183697755,candidate,Entity-component membership preserved from a local structured record.
bio_b7fe330841fd7f,entity_119c9bdc6d8161,,,specific_entity,ginsenoside,entity_component_membership,ace,,,reported_component,ginsenoside Ra5 contains or is formed with ace,,,claim_component_membership_f6df4bb774b8cb22,candidate,Entity-component membership preserved from a local structured record.
bio_da8d3649b541c4,entity_651af14898ea47,,,specific_entity,ginsenoside,entity_component_membership,lc,,,reported_component,Ginsenoside Re5 contains or is formed with lc,,,claim_component_membership_f52d16b129f669ad,candidate,Entity-component membership preserved from a local structured record.
bio_f3dfd3ecc59ec9,entity_c43605fcf4ee6d,,,specific_entity,ginsenoside,entity_component_membership,noto,,,reported_component,noto-Rt/isomer contains or is formed with noto,,,claim_component_membership_e239c2c79c36f63b,candidate,Entity-component membership preserved from a local structured record.
bio_57baee3f044972,entity_9f294311c0fc81,,,specific_entity,ginsenoside,entity_component_membership,D,,,reported_component,tetrahydroxydammArane-6-O-β-D-Xylopyranosyl-glucopyranoside isomer contains or is formed with D,,,claim_component_membership_bf2d0ba5ecd1f671,candidate,Entity-component membership preserved from a local structured record.
bio_ca531223b72822,entity_90e951c41716ec,,,specific_entity,ginsenoside,entity_component_membership,O,,,reported_component,tetrahydroxydammArane-6-O-β-D-Xylopyranosyl-glucopyranoside isomer contains or is formed with O,,,claim_component_membership_dfc2bb84561f261d;claim_component_membership_55082d3dfa112536;claim_component_membership_df4ac9e49bdc9243,candidate,Entity-component membership preserved from a local structured record.
bio_f9a146db3e002e,entity_7f9f6ff5bbc685,,,specific_entity,ginsenoside,entity_component_membership,Xylopyranosyl,,,reported_component,tetrahydroxydammArane-6-O-β-D-Xylopyranosyl-glucopyranoside isomer contains or is formed with Xylopyranosyl,,,claim_component_membership_354f13c7de0fd4ae,candidate,Entity-component membership preserved from a local structured record.
bio_9634526fa1348a,entity_cda05d0065a335,,,specific_entity,ginsenoside,entity_component_membership,GlcA,,,reported_component,CS-Iva contains or is formed with GlcA,,,claim_component_membership_8af2289b05bf91ee;claim_component_membership_7d4cf33ccf3d1dc0;claim_component_membership_b87fa197e5ca12d9;claim_component_membership_a848e9c2195839f6;claim_component_membership_b6599b552025993f;claim_component_membership_e8c870345d8d44f4;claim_component_membership_518b8e5b08994c7b,candidate,Entity-component membership preserved from a local structured record.
bio_27208920a86b87,entity_da692ad10806f4,,,specific_entity,ginsenoside,entity_component_membership,HCOO,,,reported_component,Rs1 isomer contains or is formed with HCOO,,,claim_component_membership_7832afeec2a642db;claim_component_membership_86be18880b872c75,candidate,Entity-component membership preserved from a local structured record.
bio_e24767615c6472,entity_176f3e40a4dd2e,,,specific_entity,ginsenoside,entity_component_membership,G,,,reported_component,G-Ra2 contains or is formed with G,,,claim_component_membership_43e8027c4c5d4109,candidate,Entity-component membership preserved from a local structured record.
bio_34fabe6362351f,entity_a2d2103dce0a73,,,specific_entity,ginsenoside,entity_component_membership,L,,,reported_component,Rs3 isomer contains or is formed with L,,,claim_component_membership_23352020d3d43f13,candidate,Entity-component membership preserved from a local structured record.
bio_b888b3b66977f3,entity_ba99ed34a7785c,,,specific_entity,ginsenoside,entity_component_membership,R,,,reported_component,Rs3 isomer contains or is formed with R,,,claim_component_membership_bcdedebdae7db771,candidate,Entity-component membership preserved from a local structured record.
bio_58c45ef2942f80,entity_b65d4387c79771,,,specific_entity,ginsenoside,entity_component_membership,gluA,,,reported_component,G-Ro methyl ester contains or is formed with gluA,,,claim_component_membership_bb807b3bdeb38853,candidate,Entity-component membership preserved from a local structured record.
bio_dcc19999b2ff0c,entity_72edcc3ef0fe0e,,,specific_entity,ginsenoside,entity_component_membership,Me,,,reported_component,ZB-RI-6‘ methyl ester contains or is formed with Me,,,claim_component_membership_536ae79e75eece24,candidate,Entity-component membership preserved from a local structured record.
bio_d900082ff54397,entity_85882d5695978e,,,specific_entity,ginsenoside,entity_component_membership,C,,,reported_component,PPD/PPD-C17-C-K-2R contains or is formed with C,,,claim_component_membership_4ffeb7a23fea893b,candidate,Entity-component membership preserved from a local structured record.
bio_7e6e6a20c8635b,entity_61702a77ab57ac,,,specific_entity,ginsenoside,entity_component_membership,K,,,reported_component,PPD/PPD-C17-C-K-2R contains or is formed with K,,,claim_component_membership_b35e906ac29dbd50,candidate,Entity-component membership preserved from a local structured record.
bio_7f8fd90022f889,entity_b923fc42ef85fb,,,specific_entity,ginsenoside,entity_component_membership,PPD,,,reported_component,"PPD-Glc-Glc-Glc-malonyl-L5,L15,Y5,N5 contains or is formed with PPD",,,claim_component_membership_e65fb8ea2250ed65,candidate,Entity-component membership preserved from a local structured record.
bio_4c029fe44f5af0,entity_79e0541674a905,,,specific_entity,ginsenoside,entity_component_membership,Figure,,,reported_component,successively contains or is formed with Figure,,,claim_component_membership_73b039925552246c,candidate,Entity-component membership preserved from a local structured record.
bio_eea677a6f9e25b,entity_b8f58431b70009,,,specific_entity,ginsenoside,entity_component_membership,ion,,,reported_component,successively contains or is formed with ion,,,claim_component_membership_33d450cf4ddeac4b;claim_component_membership_19bdf3d11ea1776d,candidate,Entity-component membership preserved from a local structured record.
bio_ef677b3d044ab4,entity_c390da96879cd8,,,specific_entity,ginsenoside,entity_component_membership,respectively,,,reported_component,successively contains or is formed with respectively,,,claim_component_membership_dcfa8adfa4e97e4d,candidate,Entity-component membership preserved from a local structured record.
bio_6f3de0faffc41b,entity_b0823761198720,,,specific_entity,ginsenoside,entity_component_membership,shown,,,reported_component,successively contains or is formed with shown,,,claim_component_membership_7747679c20f3b01c,candidate,Entity-component membership preserved from a local structured record.
bio_0863c5db6f08c5,entity_a8fe2a32766b18,,,specific_entity,ginsenoside,entity_component_membership,was,,,reported_component,successively contains or is formed with was,,,claim_component_membership_4acfc1de7a0e2327;claim_component_membership_d9e5ff9fc787ab47,candidate,Entity-component membership preserved from a local structured record.
bio_b9ee3271348e6a,entity_34cbd10e72e90c,,,specific_entity,ginsenoside,entity_component_membership,whereas,,,reported_component,Da implying contains or is formed with whereas,,,claim_component_membership_5be3b391ffd264e1,candidate,Entity-component membership preserved from a local structured record.
bio_df9711176073aa,entity_33781836423a1d,,,specific_entity,ginsenoside,precursor,protoginsenosides,,,precursor,Protoginsenosides serve as precursors to rare ginsenosides.,,,chunk_82c390cd55b6ac7fef54,candidate,Protoginsenosides serve as precursors to rare ginsenosides.
bio_65965c679d9537,entity_2026e2a7743937,,,specific_entity,ginsenoside,structural_component,aglycone,,,structural_component,The aglycone moiety of ginsenosides.,,,chunk_4f09abac1810ae26f2de,candidate,The aglycone moiety of ginsenosides.
bio_038a9b913319bc,entity_d4a5cf561b9d29,,,specific_entity,ginsenoside,structural_component,sugar chain,,,structural_component,The sugar chain moiety attached to the aglycone.,,,chunk_4f09abac1810ae26f2de,candidate,The sugar chain moiety attached to the aglycone.
bio_1122934d4b8995,entity_18591e18232810,,,specific_entity,ginsenoside,structural_component,glucose,,,structural_component,Glucose is a common sugar component.,,,chunk_3c194d876594ee047cbf,candidate,Glucose is a common sugar component.
bio_2bc81a2da45054,entity_a8e85475a68e63,,,specific_entity,ginsenoside,structural_component,arabinose,,,structural_component,Arabinose is a pentose sugar component.,,,chunk_3c194d876594ee047cbf,candidate,Arabinose is a pentose sugar component.
bio_41464af3602998,entity_e305108f5bd2f0,,,specific_entity,ginsenoside,structural_component,xylose,,,structural_component,Xylose is a pentose sugar component.,,,chunk_3c194d876594ee047cbf,candidate,Xylose is a pentose sugar component.
bio_95ff5a70993024,entity_abb9d625c2c5af,,,specific_entity,ginsenoside,structural_component,acetyl group,,,structural_component,Acetyl group as an acyl substituent.,,,chunk_ba3f16e5321fe134a4a2,candidate,Acetyl group as an acyl substituent.
bio_9979731d42ac9a,entity_a44eb254eb5142,,,specific_entity,ginsenoside,structural_component,malonyl group,,,structural_component,Malonyl group as an acyl substituent.,,,chunk_ba3f16e5321fe134a4a2,candidate,Malonyl group as an acyl substituent.
